Image_Number,Human1,Human2,Human3,Human4,Human5,Human6,Human7,Human8,Human9,Human10,Human11,Human12,Human13,Human14,Human15,Human16,Human17,Human18,Human19,Human20,Aura
425280,6.39,6.95,4.48,5.77,,,,,,,,,,,,,,,,,5.90
359451,42.13,20.24,28.92,28.09,26.31,16.91,17.44,24.44,26.04,22.06,17.16,13.14,13.64,402.00,,,,,,,49.89
341017,139.30,,,,,,,,,,,,,,,,,,,,139.30
305545,326.18,,,,,,,,,,,,,,,,,,,,326.18
258382,198.07,,,,,,,,,,,,,,,,,,,,198.07
370207,145.56,193.73,,,,,,,,,,,,,,,,,,,169.64
384402,115.42,,,,,,,,,,,,,,,,,,,,115.42
145019,305.21,116.46,58.62,58.39,112.97,,,,,,,,,,,,,,,,130.33
154589,167.23,,,,,,,,,,,,,,,,,,,,167.23
401550,43.25,22.82,23.68,3.62,4.74,8.77,29.50,,,,,,,,,,,,,,19.48
344125,115.61,33.24,44.41,41.55,34.20,,,,,,,,,,,,,,,,53.80
331785,463.03,151.32,44.04,61.94,68.18,57.78,97.42,60.53,57.97,109.83,62.23,50.27,55.19,,,,,,,,103.06
340998,90.41,42.12,42.11,106.59,32.02,27.31,17.03,35.59,82.97,,,,,,,,,,,,52.91
476925,153.54,,,,,,,,,,,,,,,,,,,,153.54
235000,98.91,,,,,,,,,,,,,,,,,,,,98.91
353577,66.42,78.37,54.94,63.90,114.10,64.04,73.03,,,,,,,,,,,,,,73.54
222370,34.43,76.64,71.07,,,,,,,,,,,,,,,,,,60.71
435387,84.00,79.04,,,,,,,,,,,,,,,,,,,81.52
391895,153.88,35.92,,,,,,,,,,,,,,,,,,,94.90
113559,34.85,48.28,67.21,,,,,,,,,,,,,,,,,,50.11
106172,303.03,,,,,,,,,,,,,,,,,,,,303.03
155997,68.73,92.76,34.66,61.21,35.31,35.48,34.26,40.24,23.87,19.64,64.83,24.50,26.35,,,,,,,,43.22
561433,28.64,,,,,,,,,,,,,,,,,,,,28.64
314986,89.99,6.02,9.64,,,,,,,,,,,,,,,,,,35.22
274528,63.33,63.44,60.04,23.08,53.25,23.85,22.87,108.70,35.57,39.92,,,,,,,,,,,49.41
416098,117.14,20.61,11.56,12.54,8.81,10.02,11.08,17.56,18.36,13.19,10.63,59.83,6.66,14.00,,,,,,,23.71
27519,115.67,114.56,76.58,73.15,,,,,,,,,,,,,,,,,94.99
193622,373.16,,,,,,,,,,,,,,,,,,,,373.16
555669,294.83,297.70,,,,,,,,,,,,,,,,,,,296.26
298762,48.46,21.06,22.05,17.53,95.42,,,,,,,,,,,,,,,,40.90
554445,149.44,,,,,,,,,,,,,,,,,,,,149.44
172710,155.67,209.35,,,,,,,,,,,,,,,,,,,182.51
127788,6.42,13.79,5.57,3.77,4.90,13.40,2.77,6.37,10.77,,,,,,,,,,,,7.53
567254,290.99,,,,,,,,,,,,,,,,,,,,290.99
567636,198.47,,,,,,,,,,,,,,,,,,,,198.47
133608,107.59,187.65,52.24,75.71,48.53,21.76,58.69,,,,,,,,,,,,,,78.88
414379,35.56,36.00,35.55,39.45,19.87,46.07,84.98,5.27,,,,,,,,,,,,,37.84
147068,91.84,47.52,86.91,23.00,10.15,10.51,11.32,9.31,26.60,24.13,28.19,92.96,12.13,639.00,,,,,,,79.54
215998,71.91,35.45,66.25,28.91,12.63,,,,,,,,,,,,,,,,43.03
504900,585.22,,,,,,,,,,,,,,,,,,,,585.22
418523,97.79,77.67,73.26,86.09,104.19,69.03,,,,,,,,,,,,,,,84.67
268539,126.46,,,,,,,,,,,,,,,,,,,,126.46
291606,117.55,62.30,53.59,,,,,,,,,,,,,,,,,,77.81
201190,425.71,32.23,,,,,,,,,,,,,,,,,,,228.97
550007,284.96,,,,,,,,,,,,,,,,,,,,284.96
381608,96.17,73.09,27.72,17.43,33.49,28.78,,,,,,,,,,,,,,,46.11
50411,61.48,44.93,58.98,97.08,,,,,,,,,,,,,,,,,65.62
580108,88.24,85.76,,,,,,,,,,,,,,,,,,,87.00
504452,155.33,65.26,92.99,,,,,,,,,,,,,,,,,,104.53
120535,43.61,,,,,,,,,,,,,,,,,,,,43.61
538242,100.67,125.29,,,,,,,,,,,,,,,,,,,112.98
195271,184.09,,,,,,,,,,,,,,,,,,,,184.09
167588,15.30,13.52,20.33,18.76,18.76,10.09,7.82,19.21,11.60,12.49,19.60,23.63,12.66,,,,,,,,15.67
561037,55.48,20.79,,,,,,,,,,,,,,,,,,,38.13
153692,77.99,,,,,,,,,,,,,,,,,,,,77.99
360573,198.47,139.15,99.06,,,,,,,,,,,,,,,,,,145.56
482742,50.27,20.41,11.56,,,,,,,,,,,,,,,,,,27.41
467887,432.54,,,,,,,,,,,,,,,,,,,,432.54
82312,110.85,,,,,,,,,,,,,,,,,,,,110.85
171685,52.86,161.80,71.23,81.20,77.30,,,,,,,,,,,,,,,,88.88
187286,27.92,32.44,46.22,53.12,76.35,,,,,,,,,,,,,,,,47.21
12238,96.00,18.20,14.02,,,,,,,,,,,,,,,,,,42.74
210883,100.13,88.39,46.01,21.13,22.56,30.50,11.38,24.35,24.57,,,,,,,,,,,,41.00
62726,26.32,25.42,21.41,11.37,132.74,66.69,14.28,9.41,8.30,72.09,17.89,,,,,,,,,,36.90
553436,118.84,189.85,,,,,,,,,,,,,,,,,,,154.34
555983,210.67,,,,,,,,,,,,,,,,,,,,210.67
478858,40.01,,,,,,,,,,,,,,,,,,,,40.01
449879,346.41,,,,,,,,,,,,,,,,,,,,346.41
412184,32.44,20.12,,,,,,,,,,,,,,,,,,,26.28
526186,202.79,212.97,,,,,,,,,,,,,,,,,,,207.88
560373,174.89,29.36,,,,,,,,,,,,,,,,,,,102.12
376628,60.92,109.14,67.01,110.09,19.71,12.68,9.71,3.83,7.00,7.27,7.65,6.98,,,,,,,,,35.17
559730,131.72,14.24,15.65,20.71,21.47,5.79,9.90,11.88,11.57,10.47,13.24,9.38,,,,,,,,,23.00
52661,56.42,20.80,58.80,15.65,8.75,8.76,17.40,11.97,13.14,7.34,,,,,,,,,,,21.90
277390,102.11,116.07,130.88,247.37,,,,,,,,,,,,,,,,,149.11
185156,62.66,,,,,,,,,,,,,,,,,,,,62.66
152543,126.43,195.37,10.87,8.57,16.65,58.46,13.65,212.66,10.99,,,,,,,,,,,,72.63
559312,126.71,43.88,92.20,52.48,30.31,182.65,71.18,150.63,,,,,,,,,,,,,93.76
129520,46.93,39.09,,,,,,,,,,,,,,,,,,,43.01
330455,32.58,45.14,7.74,20.73,16.72,,,,,,,,,,,,,,,,24.58
10393,333.14,,,,,,,,,,,,,,,,,,,,333.14
416523,98.69,23.57,20.30,6.83,,,,,,,,,,,,,,,,,37.35
208871,314.97,,,,,,,,,,,,,,,,,,,,314.97
251901,66.94,,,,,,,,,,,,,,,,,,,,66.94
411564,189.41,,,,,,,,,,,,,,,,,,,,189.41
17244,92.99,,,,,,,,,,,,,,,,,,,,92.99
395621,182.75,195.60,90.61,104.37,86.56,,,,,,,,,,,,,,,,131.98
97434,65.61,51.29,,,,,,,,,,,,,,,,,,,58.45
239355,40.07,46.39,12.28,52.39,41.37,48.18,33.97,,,,,,,,,,,,,,39.24
272153,99.95,13.56,6.55,5.87,8.04,1.34,3.14,,,,,,,,,,,,,,19.78
158795,71.24,,,,,,,,,,,,,,,,,,,,71.24
580704,118.65,132.93,116.01,52.06,27.11,32.00,4.51,10.10,4.91,6.15,4.09,3.08,12.00,,,,,,,,40.28
106739,146.07,94.38,37.17,,,,,,,,,,,,,,,,,,92.54
537206,415.28,,,,,,,,,,,,,,,,,,,,415.28
154830,51.28,9.35,10.78,,,,,,,,,,,,,,,,,,23.80
71384,5.24,8.45,14.85,7.11,15.55,16.17,22.53,16.43,11.71,,,,,,,,,,,,13.12
4764,135.55,,,,,,,,,,,,,,,,,,,,135.55
163333,31.03,24.57,,,,,,,,,,,,,,,,,,,27.80
118544,167.73,,,,,,,,,,,,,,,,,,,,167.73
518262,209.72,94.03,28.89,47.21,20.71,,,,,,,,,,,,,,,,80.11
386165,98.16,,,,,,,,,,,,,,,,,,,,98.16
243600,89.59,40.25,42.30,48.23,,,,,,,,,,,,,,,,,55.09
63240,104.55,57.23,42.63,68.77,,,,,,,,,,,,,,,,,68.30
241466,19.68,,,,,,,,,,,,,,,,,,,,19.68
383777,251.68,10.66,,,,,,,,,,,,,,,,,,,131.17
4772,243.33,,,,,,,,,,,,,,,,,,,,243.33
50481,61.98,48.22,,,,,,,,,,,,,,,,,,,55.10
75001,80.20,64.13,38.15,,,,,,,,,,,,,,,,,,60.83
303768,119.69,,,,,,,,,,,,,,,,,,,,119.69
503837,120.93,187.45,49.25,66.20,20.87,29.63,80.36,65.49,64.60,354.07,,,,,,,,,,,103.88
321107,104.16,35.78,7.73,,,,,,,,,,,,,,,,,,49.22
153038,14.89,,,,,,,,,,,,,,,,,,,,14.89
246782,339.86,95.86,85.40,142.02,30.26,16.18,11.89,211.11,,,,,,,,,,,,,116.57
419790,69.89,141.08,14.77,137.45,,,,,,,,,,,,,,,,,90.80
295403,166.04,7.91,38.80,31.25,17.97,151.59,,,,,,,,,,,,,,,68.93
56752,106.79,,,,,,,,,,,,,,,,,,,,106.79
55295,268.40,,,,,,,,,,,,,,,,,,,,268.40
310442,392.56,,,,,,,,,,,,,,,,,,,,392.56
379605,18.07,23.65,,,,,,,,,,,,,,,,,,,20.86
33405,68.30,,,,,,,,,,,,,,,,,,,,68.30
557016,41.85,484.25,16.86,15.82,20.02,,,,,,,,,,,,,,,,115.76
263700,137.35,128.72,,,,,,,,,,,,,,,,,,,133.03
146112,81.37,60.67,42.52,17.90,,,,,,,,,,,,,,,,,50.62
436350,38.59,23.38,28.10,13.67,26.03,,,,,,,,,,,,,,,,25.95
65604,166.44,,,,,,,,,,,,,,,,,,,,166.44
442962,257.62,,,,,,,,,,,,,,,,,,,,257.62
559950,17.12,,,,,,,,,,,,,,,,,,,,17.12
377832,57.89,13.09,49.51,24.25,11.91,4.61,19.14,14.27,16.26,26.39,11.91,29.12,6.79,532.00,,,,,,,58.37
180362,16.90,,,,,,,,,,,,,,,,,,,,16.90
519838,39.10,,,,,,,,,,,,,,,,,,,,39.10
525058,18.23,29.47,17.05,27.04,23.70,,,,,,,,,,,,,,,,23.10
281766,157.47,33.27,76.65,39.02,23.74,45.07,26.16,31.93,23.49,67.11,15.95,113.35,15.43,416.00,,,,,,,77.47
223335,278.27,,,,,,,,,,,,,,,,,,,,278.27
581401,54.14,40.18,48.54,19.21,18.31,18.01,7.78,11.50,6.97,9.90,10.79,8.83,10.34,,,,,,,,20.35
318361,57.54,,,,,,,,,,,,,,,,,,,,57.54
251716,164.67,93.29,41.25,,,,,,,,,,,,,,,,,,99.74
459933,33.72,51.27,13.67,,,,,,,,,,,,,,,,,,32.89
317320,94.12,182.74,,,,,,,,,,,,,,,,,,,138.43
198972,122.43,,,,,,,,,,,,,,,,,,,,122.43
97036,224.88,192.65,,,,,,,,,,,,,,,,,,,208.76
131804,143.31,,,,,,,,,,,,,,,,,,,,143.31
45099,79.09,,,,,,,,,,,,,,,,,,,,79.09
378561,306.34,,,,,,,,,,,,,,,,,,,,306.34
475407,115.42,,,,,,,,,,,,,,,,,,,,115.42
346560,349.18,,,,,,,,,,,,,,,,,,,,349.18
142261,225.80,36.64,71.37,,,,,,,,,,,,,,,,,,111.27
132901,133.27,206.64,,,,,,,,,,,,,,,,,,,169.95
143582,372.39,,,,,,,,,,,,,,,,,,,,372.39
187349,183.81,,,,,,,,,,,,,,,,,,,,183.81
431113,125.05,89.85,,,,,,,,,,,,,,,,,,,107.45
521197,194.28,,,,,,,,,,,,,,,,,,,,194.28
540806,53.41,50.16,,,,,,,,,,,,,,,,,,,51.78
152886,84.09,66.23,120.77,69.66,40.54,,,,,,,,,,,,,,,,76.26
320641,76.71,,,,,,,,,,,,,,,,,,,,76.71
15663,63.54,74.93,23.92,17.90,11.32,6.71,5.69,64.72,7.48,8.58,35.50,,,,,,,,,,29.12
470703,26.39,,,,,,,,,,,,,,,,,,,,26.39
459566,288.82,224.99,,,,,,,,,,,,,,,,,,,256.90
567944,37.37,19.53,21.02,7.76,6.56,13.92,16.38,7.98,7.02,7.71,11.15,8.36,11.56,,,,,,,,13.56
344271,334.38,,,,,,,,,,,,,,,,,,,,334.38
176793,25.85,133.06,,,,,,,,,,,,,,,,,,,79.45
520124,86.36,141.37,157.37,59.68,89.72,,,,,,,,,,,,,,,,106.90
448176,28.13,161.80,6.16,26.07,20.45,20.68,11.98,23.97,34.34,27.94,23.33,,,,,,,,,,34.99
366111,71.03,49.19,63.94,27.43,13.37,115.24,,,,,,,,,,,,,,,56.70
402233,82.56,180.81,140.48,71.37,255.64,,,,,,,,,,,,,,,,146.17
95474,207.67,22.56,,,,,,,,,,,,,,,,,,,115.11
86448,144.47,10.97,27.44,,,,,,,,,,,,,,,,,,60.96
197254,32.78,7.59,11.58,5.22,6.62,8.76,9.36,4.98,35.52,17.38,11.24,6.50,3.89,427.00,,,,,,,42.03
256505,37.97,31.30,25.76,72.56,152.70,64.12,57.30,97.31,78.03,,,,,,,,,,,,68.56
289714,91.58,,,,,,,,,,,,,,,,,,,,91.58
553879,10.47,7.14,8.11,13.77,2.39,10.74,7.13,12.51,,,,,,,,,,,,,9.03
453481,142.38,115.31,,,,,,,,,,,,,,,,,,,128.84
496402,346.31,,,,,,,,,,,,,,,,,,,,346.31
434958,384.58,,,,,,,,,,,,,,,,,,,,384.58
37675,2.74,4.01,3.23,,,,,,,,,,,,,,,,,,3.33
292505,79.72,29.70,19.28,,,,,,,,,,,,,,,,,,42.90
195800,53.70,39.89,22.30,47.73,24.54,47.70,39.69,,,,,,,,,,,,,,39.36
194013,134.66,193.03,,,,,,,,,,,,,,,,,,,163.84
523217,135.95,150.79,76.62,,,,,,,,,,,,,,,,,,121.12
378502,187.26,,,,,,,,,,,,,,,,,,,,187.26
117222,80.12,59.19,55.43,14.11,,,,,,,,,,,,,,,,,52.21
520326,19.39,15.75,47.13,54.05,23.40,33.55,33.37,30.63,33.47,15.70,10.79,11.72,,,,,,,,,27.41
406253,15.75,8.56,,,,,,,,,,,,,,,,,,,12.16
357542,138.35,,,,,,,,,,,,,,,,,,,,138.35
445309,28.63,19.76,67.35,21.88,,,,,,,,,,,,,,,,,34.41
225686,195.77,19.02,18.40,12.91,,,,,,,,,,,,,,,,,61.53
260627,18.72,,,,,,,,,,,,,,,,,,,,18.72
309071,235.99,,,,,,,,,,,,,,,,,,,,235.99
556205,23.29,34.95,,,,,,,,,,,,,,,,,,,29.12
536444,24.87,21.33,10.52,26.12,7.46,99.39,,,,,,,,,,,,,,,31.61
264805,50.81,,,,,,,,,,,,,,,,,,,,50.81
442136,108.11,,,,,,,,,,,,,,,,,,,,108.11
195510,27.43,30.78,10.30,,,,,,,,,,,,,,,,,,22.84
493846,174.39,51.13,18.52,,,,,,,,,,,,,,,,,,81.35
239988,150.52,146.50,83.38,70.85,72.73,8.21,,,,,,,,,,,,,,,88.70
157155,104.63,44.22,70.85,91.89,,,,,,,,,,,,,,,,,77.90
80185,383.18,410.06,,,,,,,,,,,,,,,,,,,396.62
123360,159.21,93.92,57.04,89.42,154.60,90.53,49.62,35.33,59.83,21.25,29.45,54.51,31.30,634.00,,,,,,,111.43
122851,246.26,49.75,33.41,,,,,,,,,,,,,,,,,,109.81
175570,58.29,43.73,33.70,20.84,,,,,,,,,,,,,,,,,39.14
290868,352.12,208.54,,,,,,,,,,,,,,,,,,,280.33
338044,59.98,41.09,62.98,44.41,34.41,51.74,58.46,35.44,,,,,,,,,,,,,48.56
490847,117.37,,,,,,,,,,,,,,,,,,,,117.37
562592,234.13,,,,,,,,,,,,,,,,,,,,234.13
243825,67.04,41.30,37.53,28.55,7.95,20.65,12.28,8.07,13.09,7.75,17.15,,,,,,,,,,23.76
298225,374.45,,,,,,,,,,,,,,,,,,,,374.45
413339,20.89,61.16,15.94,18.24,14.37,10.04,32.60,42.30,36.08,22.06,14.96,11.86,,,,,,,,,25.04
573962,24.73,32.64,185.19,120.08,13.02,10.89,,,,,,,,,,,,,,,64.42
554500,337.08,57.38,33.03,25.15,28.02,,,,,,,,,,,,,,,,96.13
471175,294.58,,,,,,,,,,,,,,,,,,,,294.58
549649,126.66,,,,,,,,,,,,,,,,,,,,126.66
554459,136.09,108.76,200.46,,,,,,,,,,,,,,,,,,148.44
201163,87.55,73.21,51.58,69.95,,,,,,,,,,,,,,,,,70.57
478575,204.86,37.95,33.36,25.38,52.05,16.14,103.43,24.63,25.67,93.94,51.90,,,,,,,,,,60.85
18426,134.83,,,,,,,,,,,,,,,,,,,,134.83
40414,69.61,57.69,,,,,,,,,,,,,,,,,,,63.65
329011,607.74,,,,,,,,,,,,,,,,,,,,607.74
75283,154.40,86.38,73.60,28.10,134.95,31.59,,,,,,,,,,,,,,,84.84
518197,79.13,49.28,38.82,33.09,93.39,36.76,9.85,15.22,24.62,22.87,,,,,,,,,,,40.30
18783,139.22,,,,,,,,,,,,,,,,,,,,139.22
447119,69.07,15.90,21.58,,,,,,,,,,,,,,,,,,35.52
397514,48.90,25.71,22.91,25.16,23.55,20.48,52.99,68.14,,,,,,,,,,,,,35.98
64474,289.66,,,,,,,,,,,,,,,,,,,,289.66
252625,17.13,8.23,11.90,12.88,16.93,11.76,,,,,,,,,,,,,,,13.14
217312,173.67,42.54,85.21,23.84,66.89,,,,,,,,,,,,,,,,78.43
263146,188.67,66.75,108.55,102.49,52.92,,,,,,,,,,,,,,,,103.88
252203,107.14,,,,,,,,,,,,,,,,,,,,107.14
563542,20.89,13.52,17.48,17.91,15.36,30.70,29.86,30.63,12.23,,,,,,,,,,,,20.95
177338,289.78,166.96,,,,,,,,,,,,,,,,,,,228.37
325969,126.31,113.99,119.93,82.37,136.59,15.07,,,,,,,,,,,,,,,99.04
467000,172.90,28.51,22.46,23.69,44.49,,,,,,,,,,,,,,,,58.41
435937,61.15,,,,,,,,,,,,,,,,,,,,61.15
171962,74.19,,,,,,,,,,,,,,,,,,,,74.19
406949,44.74,4.04,4.36,13.92,,,,,,,,,,,,,,,,,16.77
148243,111.68,205.66,61.57,169.71,,,,,,,,,,,,,,,,,137.16
347982,130.14,17.50,91.90,61.21,21.31,30.02,50.77,9.86,17.23,,,,,,,,,,,,47.77
204887,11.73,7.96,7.95,49.94,10.53,4.45,17.84,49.95,27.11,15.91,8.60,,,,,,,,,,19.27
106900,101.95,114.45,,,,,,,,,,,,,,,,,,,108.20
212558,97.80,19.86,35.72,52.59,,,,,,,,,,,,,,,,,51.49
566576,34.57,18.88,18.10,16.56,28.04,10.11,11.28,,,,,,,,,,,,,,19.65
345560,66.69,346.06,,,,,,,,,,,,,,,,,,,206.38
282130,31.29,16.47,17.15,,,,,,,,,,,,,,,,,,21.64
18666,70.73,23.81,37.44,27.80,37.70,13.02,80.22,240.54,29.93,15.16,51.83,,,,,,,,,,57.11
64088,108.68,12.78,4.84,8.77,6.90,,,,,,,,,,,,,,,,28.39
454642,53.01,35.66,12.58,16.21,8.38,13.74,,,,,,,,,,,,,,,23.26
16977,11.80,41.91,17.76,8.72,9.00,4.23,,,,,,,,,,,,,,,15.57
451944,105.23,59.19,34.73,63.80,42.72,41.59,18.37,,,,,,,,,,,,,,52.23
264599,8.86,13.67,22.37,7.20,12.20,77.66,30.02,30.60,11.34,9.63,29.01,25.98,16.95,150.00,,,,,,,31.82
540869,119.83,,,,,,,,,,,,,,,,,,,,119.83
375892,32.15,27.13,21.50,,,,,,,,,,,,,,,,,,26.93
258472,19.76,40.18,21.79,51.93,34.12,46.67,7.69,20.67,25.45,5.24,40.64,5.06,504.00,,,,,,,,63.32
448983,16.80,15.26,14.48,16.54,14.56,15.44,17.55,16.52,17.81,27.28,16.14,7.77,14.37,198.00,,,,,,,29.18
148526,123.17,153.87,20.31,30.12,44.19,202.65,177.31,,,,,,,,,,,,,,107.37
120340,82.02,15.90,312.11,17.98,94.96,22.29,37.06,26.29,,,,,,,,,,,,,76.08
301188,19.63,16.04,,,,,,,,,,,,,,,,,,,17.84
44065,106.16,49.51,52.78,107.05,144.57,50.77,54.47,162.27,,,,,,,,,,,,,90.95
203085,289.24,119.22,,,,,,,,,,,,,,,,,,,204.23
174043,176.40,68.91,,,,,,,,,,,,,,,,,,,122.66
47263,29.49,,,,,,,,,,,,,,,,,,,,29.49
316063,51.33,33.89,54.37,35.72,6.59,11.42,13.83,86.99,12.74,39.79,69.16,3.40,24.73,,,,,,,,34.15
318910,60.65,88.49,,,,,,,,,,,,,,,,,,,74.57
459141,169.38,,,,,,,,,,,,,,,,,,,,169.38
169972,194.36,,,,,,,,,,,,,,,,,,,,194.36
450674,112.70,31.07,123.94,125.09,,,,,,,,,,,,,,,,,98.20
168890,16.72,,,,,,,,,,,,,,,,,,,,16.72
387761,14.45,29.99,22.25,23.73,16.40,22.00,20.56,11.94,21.61,13.62,10.71,13.71,,,,,,,,,18.41
561121,20.48,43.44,7.58,,,,,,,,,,,,,,,,,,23.83
435745,7.96,12.84,16.11,,,,,,,,,,,,,,,,,,12.30
569251,39.45,41.74,,,,,,,,,,,,,,,,,,,40.59
242673,5.78,4.74,7.72,6.12,7.56,6.05,6.36,4.84,3.09,5.57,,,,,,,,,,,5.78
237568,26.91,,,,,,,,,,,,,,,,,,,,26.91
263828,97.13,47.02,94.04,,,,,,,,,,,,,,,,,,79.40
408621,91.59,25.02,,,,,,,,,,,,,,,,,,,58.30
13296,17.94,18.30,42.31,122.15,19.29,29.34,24.61,30.20,20.07,22.55,10.58,63.80,10.64,369.00,,,,,,,57.20
245818,88.24,,,,,,,,,,,,,,,,,,,,88.24
68381,32.44,,,,,,,,,,,,,,,,,,,,32.44
163412,119.35,68.03,48.18,94.00,109.64,28.32,37.68,28.36,25.38,25.39,28.12,20.82,22.61,639.00,,,,,,,92.49
533201,6.05,17.42,4.64,4.22,8.49,,,,,,,,,,,,,,,,8.16
355221,19.93,29.11,32.31,17.37,14.56,,,,,,,,,,,,,,,,22.66
218205,292.74,,,,,,,,,,,,,,,,,,,,292.74
543408,113.98,247.94,,,,,,,,,,,,,,,,,,,180.96
177143,31.98,15.55,,,,,,,,,,,,,,,,,,,23.77
133680,33.38,236.19,,,,,,,,,,,,,,,,,,,134.78
222564,77.49,236.23,,,,,,,,,,,,,,,,,,,156.86
540926,348.83,290.51,,,,,,,,,,,,,,,,,,,319.67
282346,224.58,,,,,,,,,,,,,,,,,,,,224.58
353317,130.88,,,,,,,,,,,,,,,,,,,,130.88
455528,117.13,62.80,,,,,,,,,,,,,,,,,,,89.97
500019,340.86,,,,,,,,,,,,,,,,,,,,340.86
130225,91.22,62.62,7.88,7.99,5.69,18.50,8.45,12.69,6.81,6.52,5.85,6.04,7.85,104.00,,,,,,,25.15
229643,42.87,,,,,,,,,,,,,,,,,,,,42.87
203669,283.39,,,,,,,,,,,,,,,,,,,,283.39
521495,38.73,,,,,,,,,,,,,,,,,,,,38.73
325239,144.83,,,,,,,,,,,,,,,,,,,,144.83
399879,83.21,305.03,,,,,,,,,,,,,,,,,,,194.12
451345,258.29,,,,,,,,,,,,,,,,,,,,258.29
45976,329.39,,,,,,,,,,,,,,,,,,,,329.39
152623,314.97,,,,,,,,,,,,,,,,,,,,314.97
354685,228.26,,,,,,,,,,,,,,,,,,,,228.26
216096,91.01,23.36,48.06,25.77,22.00,52.18,,,,,,,,,,,,,,,43.73
291202,192.99,222.47,,,,,,,,,,,,,,,,,,,207.73
363321,228.31,144.41,56.80,40.84,,,,,,,,,,,,,,,,,117.59
227265,66.95,54.25,32.32,26.53,35.50,23.14,29.71,33.63,,,,,,,,,,,,,37.75
223574,22.88,35.32,30.26,21.95,17.85,20.15,15.09,6.93,,,,,,,,,,,,,21.30
279024,20.93,,,,,,,,,,,,,,,,,,,,20.93
457834,70.89,59.86,23.04,31.23,18.50,18.00,10.95,,,,,,,,,,,,,,33.21
83844,53.78,,,,,,,,,,,,,,,,,,,,53.78
531967,176.31,,,,,,,,,,,,,,,,,,,,176.31
199540,271.82,,,,,,,,,,,,,,,,,,,,271.82
196280,368.18,,,,,,,,,,,,,,,,,,,,368.18
393180,255.24,,,,,,,,,,,,,,,,,,,,255.24
429807,145.91,,,,,,,,,,,,,,,,,,,,145.91
446799,28.04,,,,,,,,,,,,,,,,,,,,28.04
5247,303.26,79.76,,,,,,,,,,,,,,,,,,,191.51
154854,13.32,,,,,,,,,,,,,,,,,,,,13.32
92257,258.52,,,,,,,,,,,,,,,,,,,,258.52
281296,475.70,,,,,,,,,,,,,,,,,,,,475.70
466981,103.77,,,,,,,,,,,,,,,,,,,,103.77
337517,232.44,24.78,26.59,17.98,20.29,,,,,,,,,,,,,,,,64.42
281315,81.57,212.52,40.90,16.61,7.94,15.22,7.51,14.22,59.04,,,,,,,,,,,,50.61
120428,306.27,,,,,,,,,,,,,,,,,,,,306.27
117759,360.45,,,,,,,,,,,,,,,,,,,,360.45
449466,444.84,60.34,,,,,,,,,,,,,,,,,,,252.59
46099,29.51,,,,,,,,,,,,,,,,,,,,29.51
212074,39.07,,,,,,,,,,,,,,,,,,,,39.07
404718,107.87,20.91,19.46,19.36,64.23,9.33,12.45,29.02,52.84,8.64,77.18,,,,,,,,,,38.30
107304,240.54,,,,,,,,,,,,,,,,,,,,240.54
273450,361.45,,,,,,,,,,,,,,,,,,,,361.45
479597,299.33,,,,,,,,,,,,,,,,,,,,299.33
87052,107.78,69.09,,,,,,,,,,,,,,,,,,,88.44
438258,480.66,,,,,,,,,,,,,,,,,,,,480.66
505035,289.24,,,,,,,,,,,,,,,,,,,,289.24
95595,524.61,,,,,,,,,,,,,,,,,,,,524.61
179930,276.01,,,,,,,,,,,,,,,,,,,,276.01
295105,92.17,,,,,,,,,,,,,,,,,,,,92.17
386707,261.04,,,,,,,,,,,,,,,,,,,,261.04
310071,146.69,45.12,,,,,,,,,,,,,,,,,,,95.91
87588,35.78,21.06,9.57,8.13,10.26,,,,,,,,,,,,,,,,16.96
151141,25.56,39.93,55.62,33.30,16.55,5.89,10.25,10.55,5.52,6.44,37.96,17.15,11.03,611.00,,,,,,,63.34
90255,277.57,,,,,,,,,,,,,,,,,,,,277.57
412510,100.18,,,,,,,,,,,,,,,,,,,,100.18
486521,49.55,,,,,,,,,,,,,,,,,,,,49.55
225963,206.53,302.08,,,,,,,,,,,,,,,,,,,254.31
538319,130.81,58.74,84.28,104.87,,,,,,,,,,,,,,,,,94.68
80131,262.21,140.58,255.57,,,,,,,,,,,,,,,,,,219.45
58690,236.21,,,,,,,,,,,,,,,,,,,,236.21
255248,122.88,128.28,76.24,,,,,,,,,,,,,,,,,,109.13
370209,218.25,,,,,,,,,,,,,,,,,,,,218.25
264718,4.94,4.31,5.79,,,,,,,,,,,,,,,,,,5.01
319055,28.35,38.68,20.16,18.28,,,,,,,,,,,,,,,,,26.37
64155,46.80,,,,,,,,,,,,,,,,,,,,46.80
525227,365.56,,,,,,,,,,,,,,,,,,,,365.56
354572,110.59,,,,,,,,,,,,,,,,,,,,110.59
357743,431.46,215.24,,,,,,,,,,,,,,,,,,,323.35
434415,480.00,,,,,,,,,,,,,,,,,,,,480.00
353510,226.58,200.63,,,,,,,,,,,,,,,,,,,213.61
186368,305.60,82.76,,,,,,,,,,,,,,,,,,,194.18
573223,157.73,,,,,,,,,,,,,,,,,,,,157.73
136680,403.41,,,,,,,,,,,,,,,,,,,,403.41
206260,225.28,126.69,315.89,215.26,,,,,,,,,,,,,,,,,220.78
482187,286.67,211.79,414.89,,,,,,,,,,,,,,,,,,304.45
22656,173.41,,,,,,,,,,,,,,,,,,,,173.41
77296,150.02,,,,,,,,,,,,,,,,,,,,150.02
483553,298.53,148.52,,,,,,,,,,,,,,,,,,,223.52
